# 2theta(deg)  intensity
7.741827036477594293e-01 3.191167236328125000e+03
7.776158863690354472e-01 3.193297119140625000e+03
7.810490690903115762e-01 3.196293945312500000e+03
7.844822518115877052e-01 3.198570068359375000e+03
7.879154345328638342e-01 3.196785644531250000e+03
7.913486172541398522e-01 3.195838134765625000e+03
7.947817999754159812e-01 3.199398681640625000e+03
7.982149826966921102e-01 3.204716308593750000e+03
8.016481654179681282e-01 3.207968505859375000e+03
8.050813481392441462e-01 3.203213623046875000e+03
8.085145308605203862e-01 3.199537841796875000e+03
8.119477135817964042e-01 3.196982666015625000e+03
8.153808963030725332e-01 3.196592285156250000e+03
8.188140790243486622e-01 3.197714111328125000e+03
8.222472617456246802e-01 3.197223388671875000e+03
8.256804444669008092e-01 3.205366210937500000e+03
8.291136271881769382e-01 3.205738525390625000e+03
8.325468099094530672e-01 3.201955810546875000e+03
8.359799926307290852e-01 3.195211914062500000e+03
8.394131753520052142e-01 3.198398925781250000e+03
8.428463580732813432e-01 3.200231933593750000e+03
8.462795407945573611e-01 3.205421142578125000e+03
8.497127235158334901e-01 3.207375732421875000e+03
8.531459062371096191e-01 3.207965576171875000e+03
8.565790889583856371e-01 3.205896972656250000e+03
8.600122716796617661e-01 3.203509033203125000e+03
8.634454544009378951e-01 3.204937988281250000e+03
8.668786371222139131e-01 3.209376953125000000e+03
8.703118198434900421e-01 3.209696289062500000e+03
8.737450025647661711e-01 3.208498535156250000e+03
8.771781852860423001e-01 3.209243896484375000e+03
8.806113680073183181e-01 3.210100341796875000e+03
8.840445507285944471e-01 3.212458007812500000e+03
8.874777334498705761e-01 3.213346679687500000e+03
8.909109161711465941e-01 3.213865234375000000e+03
8.943440988924227231e-01 3.210428466796875000e+03
8.977772816136987410e-01 3.211218261718750000e+03
9.012104643349749811e-01 3.212752929687500000e+03
9.046436470562509991e-01 3.214973876953125000e+03
9.080768297775271281e-01 3.208777587890625000e+03
9.115100124988031460e-01 3.202834960937500000e+03
9.149431952200791640e-01 3.198424072265625000e+03
9.183763779413554040e-01 3.199197021484375000e+03
9.218095606626315330e-01 3.201351806640625000e+03
9.252427433839075510e-01 3.200270751953125000e+03
9.286759261051836800e-01 3.199813720703125000e+03
9.321091088264596980e-01 3.203912109375000000e+03
9.355422915477359380e-01 3.204048095703125000e+03
9.389754742690119560e-01 3.203754150390625000e+03
9.424086569902880850e-01 3.204174316406250000e+03
9.458418397115641030e-01 3.201976806640625000e+03
9.492750224328401210e-01 3.199686279296875000e+03
9.527082051541164720e-01 3.201681396484375000e+03
9.561413878753924900e-01 3.202069335937500000e+03
9.595745705966685080e-01 3.201138916015625000e+03
9.630077533179446370e-01 3.202715332031250000e+03
9.664409360392206549e-01 3.203517089843750000e+03
9.698741187604968950e-01 3.204936035156250000e+03
9.733073014817729129e-01 3.204243652343750000e+03
9.767404842030490419e-01 3.203875000000000000e+03
9.801736669243250599e-01 3.203518310546875000e+03
9.836068496456010779e-01 3.209718505859375000e+03
9.870400323668772069e-01 3.214207519531250000e+03
9.904732150881534469e-01 3.214535888671875000e+03
9.939063978094294649e-01 3.212241455078125000e+03
9.973395805307055939e-01 3.208018066406250000e+03
1.000772763251981612e+00 3.203795410156250000e+03
1.004205945973257741e+00 3.205157470703125000e+03
1.007639128694533870e+00 3.206905761718750000e+03
1.011072311415809999e+00 3.207760742187500000e+03
1.014505494137086128e+00 3.206793945312500000e+03
1.017938676858362035e+00 3.203388916015625000e+03
1.021371859579638164e+00 3.202283447265625000e+03
1.024805042300914293e+00 3.200294433593750000e+03
1.028238225022190422e+00 3.199188964843750000e+03
1.031671407743466551e+00 3.193396972656250000e+03
1.035104590464742680e+00 3.191549316406250000e+03
1.038537773186018587e+00 3.192308349609375000e+03
1.041970955907294938e+00 3.190536621093750000e+03
1.045404138628570845e+00 3.187974853515625000e+03
1.048837321349846974e+00 3.186924316406250000e+03
1.052270504071123103e+00 3.184276611328125000e+03
1.055703686792399010e+00 3.183410644531250000e+03
1.059136869513675361e+00 3.184239013671875000e+03
1.062570052234951490e+00 3.182364746093750000e+03
1.066003234956227397e+00 3.177372802734375000e+03
1.069436417677503526e+00 3.177811279296875000e+03
1.072869600398779655e+00 3.178538330078125000e+03
1.076302783120055784e+00 3.176557128906250000e+03
1.079735965841331913e+00 3.171238525390625000e+03
1.083169148562608042e+00 3.171652832031250000e+03
1.086602331283883949e+00 3.171312011718750000e+03
1.090035514005160078e+00 3.173268554687500000e+03
1.093468696726436207e+00 3.172500732421875000e+03
1.096901879447712336e+00 3.170900878906250000e+03
1.100335062168988465e+00 3.169127929687500000e+03
1.103768244890264594e+00 3.166500244140625000e+03
1.107201427611540501e+00 3.162344970703125000e+03
1.110634610332816630e+00 3.156677246093750000e+03
1.114067793054092759e+00 3.158320068359375000e+03
1.117500975775368888e+00 3.162355468750000000e+03
1.120934158496645017e+00 3.162235107421875000e+03
1.124367341217921146e+00 3.160796142578125000e+03
1.127800523939197053e+00 3.159875488281250000e+03
1.131233706660473404e+00 3.157352294921875000e+03
1.134666889381749311e+00 3.153574218750000000e+03
1.138100072103025440e+00 3.153074218750000000e+03
1.141533254824301569e+00 3.151333984375000000e+03
1.144966437545577476e+00 3.152102539062500000e+03
1.148399620266853827e+00 3.151655029296875000e+03
1.151832802988129956e+00 3.148480957031250000e+03
1.155265985709405863e+00 3.149046386718750000e+03
1.158699168430681992e+00 3.151014160156250000e+03
1.162132351151958121e+00 3.152101562500000000e+03
1.165565533873234250e+00 3.148778808593750000e+03
1.168998716594510379e+00 3.146743164062500000e+03
1.172431899315786508e+00 3.147377929687500000e+03
1.175865082037062415e+00 3.146499755859375000e+03
1.179298264758338544e+00 3.144869628906250000e+03
1.182731447479614895e+00 3.143184570312500000e+03
1.186164630200890802e+00 3.141125732421875000e+03
1.189597812922166931e+00 3.140200683593750000e+03
1.193030995643443060e+00 3.140148193359375000e+03
1.196464178364718967e+00 3.138227050781250000e+03
1.199897361085995096e+00 3.136255371093750000e+03
1.203330543807271225e+00 3.137068603515625000e+03
1.206763726528547354e+00 3.137958007812500000e+03
1.210196909249823483e+00 3.138187988281250000e+03
1.213630091971099390e+00 3.139816650390625000e+03
1.217063274692375519e+00 3.141391113281250000e+03
1.220496457413651870e+00 3.140656494140625000e+03
1.223929640134927777e+00 3.141414794921875000e+03
1.227362822856203906e+00 3.141845214843750000e+03
1.230796005577480035e+00 3.140204833984375000e+03
1.234229188298755941e+00 3.137872314453125000e+03
1.237662371020032293e+00 3.140341064453125000e+03
1.241095553741308422e+00 3.142932128906250000e+03
1.244528736462584328e+00 3.144662597656250000e+03
1.247961919183860457e+00 3.142548339843750000e+03
1.251395101905136586e+00 3.136586669921875000e+03
1.254828284626412715e+00 3.135268798828125000e+03
1.258261467347688844e+00 3.136609375000000000e+03
1.261694650068964973e+00 3.135456298828125000e+03
1.265127832790240880e+00 3.130693603515625000e+03
1.268561015511517009e+00 3.128302978515625000e+03
1.271994198232793361e+00 3.128661865234375000e+03
1.275427380954069267e+00 3.123254882812500000e+03
1.278860563675345396e+00 3.117882812500000000e+03
1.282293746396621525e+00 3.117459960937500000e+03
1.285726929117897432e+00 3.118295898437500000e+03
1.289160111839173783e+00 3.120767578125000000e+03
1.292593294560449690e+00 3.124063232421875000e+03
1.296026477281725819e+00 3.123702636718750000e+03
1.299459660003001948e+00 3.122667236328125000e+03
1.302892842724277855e+00 3.120375244140625000e+03
1.306326025445553984e+00 3.120366455078125000e+03
1.309759208166830335e+00 3.120314697265625000e+03
1.313192390888106242e+00 3.120003662109375000e+03
1.316625573609382371e+00 3.119592529296875000e+03
1.320058756330658500e+00 3.115850097656250000e+03
1.323491939051934407e+00 3.115189941406250000e+03
1.326925121773210758e+00 3.114455322265625000e+03
1.330358304494486887e+00 3.112121093750000000e+03
1.333791487215762794e+00 3.110520019531250000e+03
1.337224669937038923e+00 3.110606689453125000e+03
1.340657852658315052e+00 3.107063476562500000e+03
1.344091035379591181e+00 3.103003906250000000e+03
1.347524218100867310e+00 3.097974853515625000e+03
1.350957400822143439e+00 3.096098876953125000e+03
1.354390583543419346e+00 3.093081787109375000e+03
1.357823766264695475e+00 3.091320068359375000e+03
1.361256948985971826e+00 3.091549072265625000e+03
1.364690131707247733e+00 3.084134277343750000e+03
1.368123314428523862e+00 3.077756103515625000e+03
1.371556497149799991e+00 3.074782470703125000e+03
1.374989679871075898e+00 3.068614746093750000e+03
1.378422862592352249e+00 3.066728027343750000e+03
1.381856045313628156e+00 3.065352539062500000e+03
1.385289228034904285e+00 3.067547607421875000e+03
1.388722410756180414e+00 3.066207763671875000e+03
1.392155593477456321e+00 3.061154785156250000e+03
1.395588776198732672e+00 3.057020019531250000e+03
1.399021958920008801e+00 3.055761474609375000e+03
1.402455141641284708e+00 3.055366699218750000e+03
1.405888324362560837e+00 3.053154052734375000e+03
1.409321507083836966e+00 3.049662353515625000e+03
1.412754689805112873e+00 3.049714599609375000e+03
1.416187872526389224e+00 3.047116699218750000e+03
1.419621055247665353e+00 3.042989501953125000e+03
1.423054237968941260e+00 3.036091552734375000e+03
1.426487420690217389e+00 3.035179443359375000e+03
1.429920603411493518e+00 3.033187255859375000e+03
1.433353786132769647e+00 3.033384765625000000e+03
1.436786968854045776e+00 3.032625732421875000e+03
1.440220151575321905e+00 3.031158447265625000e+03
1.443653334296597812e+00 3.032265869140625000e+03
1.447086517017873941e+00 3.032343261718750000e+03
1.450519699739150292e+00 3.031548828125000000e+03
1.453952882460426199e+00 3.031686523437500000e+03
1.457386065181702328e+00 3.030420410156250000e+03
1.460819247902978457e+00 3.026384765625000000e+03
1.464252430624254364e+00 3.020963623046875000e+03
1.467685613345530715e+00 3.015099853515625000e+03
1.471118796066806622e+00 3.012898193359375000e+03
1.474551978788082751e+00 3.009803222656250000e+03
1.477985161509358880e+00 3.004771972656250000e+03
1.481418344230634787e+00 2.999461914062500000e+03
1.484851526951911138e+00 2.996334228515625000e+03
1.488284709673187267e+00 2.995158203125000000e+03
1.491717892394463174e+00 2.994043701171875000e+03
1.495151075115739303e+00 2.991417236328125000e+03
1.498584257837015432e+00 2.987795166015625000e+03
